ride_id,ride_date,ride_time,year,month,day,city,customer_id,driver_id,gender,age,pickup_location,drop_location,distance_km,ride_duration_min,cab_type,booking_type,payment_method,base_fare,surge_multiplier,total_fare,driver_rating,customer_rating,ride_status,cancellation_reason,peak_hour
104390,2025-11-29,03:47,2025,November,Saturday,Delhi,2276,5754,Female,23,Indiranagar,Whitefield,6.6,53,SUV,App,Cash,129.2,1.2,155.04,4.9,4.9,Cancelled,Customer no-show,Yes
104391,2024-02-13,17:17,2024,February,Tuesday,Delhi,2271,3833,Female,19,Whitefield,Andheri,4.8,35,Mini,App,UPI,107.6,1.3,139.88,4.3,3.9,Completed,,Yes
104392,2024-04-16,14:41,2024,April,Tuesday,Mumbai,3104,5314,Female,26,Indiranagar,Andheri,2.5,36,Sedan,App,UPI,80.0,1.0,80.0,4.8,4.0,Completed,,No
104393,2025-11-28,23:01,2025,November,Friday,Mumbai,2610,2584,Female,40,Gachibowli,Bandra,19.3,63,Mini,App,UPI,281.6,1.3,366.08,4.9,4.1,Completed,,Yes
104394,2025-02-27,04:36,2025,February,Thursday,Mumbai,3180,4387,Female,35,Hinjewadi,Gachibowli,12.7,49,Sedan,App,Cash,202.4,1.5,303.6,4.6,4.6,Completed,,Yes
104395,2025-09-02,16:02,2025,September,Tuesday,Pune,2647,2703,Male,48,Madhapur,Whitefield,23.2,12,Mini,App,Cash,328.4,1.5,492.6,4.9,4.2,Completed,,Yes
104396,2025-08-10,21:25,2025,August,Sunday,Delhi,2976,4728,Male,38,Andheri,Andheri,14.7,29,SUV,App,Cash,226.4,1.2,271.68,4.0,3.6,Completed,,Yes
104397,2024-10-31,18:58,2024,October,Thursday,Delhi,2486,3040,Female,43,Gachibowli,Madhapur,15.9,25,Mini,App,Cash,240.8,1.1,264.88,4.4,4.1,Completed,,No
104398,2024-12-12,20:18,2024,December,Thursday,Bangalore,4274,3973,Male,54,Hinjewadi,Gachibowli,11.4,61,SUV,App,Card,186.8,1.0,186.8,4.9,3.9,Completed,,No
104399,2023-07-28,15:35,2023,July,Friday,Mumbai,4313,3965,Female,24,Indiranagar,Gachibowli,16.7,36,SUV,App,UPI,250.4,1.1,275.44,4.5,4.0,Completed,,No
104400,2025-10-12,03:56,2025,October,Sunday,Mumbai,3087,4295,Male,31,Rohini,Rohini,16.5,39,Mini,App,Cash,248.0,1.2,297.6,3.9,3.6,Completed,,Yes
104401,2023-05-09,10:42,2023,May,Tuesday,Hyderabad,2964,4994,Female,54,Hinjewadi,Andheri,4.4,67,SUV,App,UPI,102.8,1.1,113.08,4.0,4.0,Completed,,No
104402,2023-04-18,23:51,2023,April,Tuesday,Bangalore,3776,3153,Male,46,Hinjewadi,Gachibowli,14.0,58,Mini,App,Card,218.0,1.1,239.8,4.5,3.6,Completed,,No
104403,2024-12-06,03:19,2024,December,Friday,Delhi,2280,4212,Male,33,Gachibowli,Andheri,8.4,67,SUV,App,Card,150.8,1.0,150.8,3.9,4.8,Cancelled,Driver unavailable,No
104404,2024-08-05,08:43,2024,August,Monday,Delhi,1544,3334,Female,19,Hinjewadi,Madhapur,22.1,43,Sedan,App,Cash,315.2,1.2,378.24,4.4,4.6,Cancelled,App issue,Yes
104405,2023-05-25,01:50,2023,May,Thursday,Bangalore,4187,5067,Female,32,Madhapur,Indiranagar,7.6,48,Sedan,App,UPI,141.2,1.1,155.32,4.3,3.6,Cancelled,Driver unavailable,No
104406,2023-02-24,08:40,2023,February,Friday,Mumbai,2139,6808,Male,27,Gachibowli,Rohini,15.3,59,Mini,App,UPI,233.6,1.2,280.32,4.0,4.5,Completed,,Yes
104407,2024-09-27,16:38,2024,September,Friday,Hyderabad,4405,4105,Male,35,Bandra,Wakad,4.2,12,SUV,App,UPI,100.4,1.3,130.52,3.8,4.3,Completed,,Yes
104408,2025-01-31,14:31,2025,January,Friday,Mumbai,3946,4670,Female,30,Madhapur,CP,17.6,48,SUV,App,Cash,261.2,1.1,287.32,4.2,4.1,Cancelled,Customer no-show,No
104409,2023-06-14,01:56,2023,June,Wednesday,Hyderabad,2315,4513,Male,36,Madhapur,Madhapur,7.5,50,Sedan,App,UPI,140.0,1.5,210.0,3.5,4.6,Cancelled,App issue,Yes
104410,2023-03-22,00:00,2023,March,Wednesday,Delhi,3051,3499,Male,43,Wakad,CP,4.7,16,Mini,App,Cash,106.4,1.1,117.04,4.6,4.4,Completed,,No
104411,2025-07-18,06:33,2025,July,Friday,Pune,3806,6919,Male,46,Wakad,Madhapur,19.0,61,SUV,App,Cash,278.0,1.2,333.6,4.9,4.7,Completed,,Yes
104412,2023-03-17,11:14,2023,March,Friday,Delhi,4725,3938,Female,58,Rohini,CP,11.1,51,Sedan,App,UPI,183.2,1.5,274.8,4.6,4.7,Completed,,Yes
104413,2024-11-29,04:31,2024,November,Friday,Mumbai,2210,6874,Female,44,CP,Indiranagar,22.6,9,Mini,App,Card,321.2,1.3,417.56,4.9,4.7,Completed,,Yes
104414,2025-11-17,07:04,2025,November,Monday,Hyderabad,1828,5401,Female,32,Rohini,Hinjewadi,18.3,61,SUV,App,Cash,269.6,1.0,269.6,4.7,4.6,Completed,,No
104415,2025-03-02,14:02,2025,March,Sunday,Pune,2650,2284,Female,29,Hinjewadi,Rohini,20.3,36,SUV,App,Cash,293.6,1.5,440.4,5.0,4.3,Completed,,Yes
104416,2024-11-22,17:55,2024,November,Friday,Delhi,2255,2209,Male,33,Andheri,Gachibowli,13.5,46,Mini,App,Card,212.0,1.1,233.2,4.3,4.2,Completed,,No
104417,2023-09-05,13:44,2023,September,Tuesday,Hyderabad,1578,3791,Male,54,Wakad,CP,16.6,23,Sedan,App,Card,249.2,1.2,299.04,3.8,4.7,Cancelled,App issue,Yes
104418,2023-07-01,09:48,2023,July,Saturday,Hyderabad,3580,4352,Female,25,Bandra,Whitefield,12.1,45,Mini,App,UPI,195.2,1.3,253.76,4.7,4.9,Cancelled,App issue,Yes
104419,2025-10-10,04:17,2025,October,Friday,Bangalore,3402,5003,Female,41,Bandra,Bandra,24.2,19,Mini,App,Cash,340.4,1.1,374.44,4.1,3.6,Completed,,No
104420,2024-10-07,02:52,2024,October,Monday,Mumbai,4547,3686,Male,20,Wakad,Andheri,23.4,52,SUV,App,Cash,330.8,1.1,363.88,3.9,4.5,Cancelled,Customer no-show,No
104421,2024-07-01,15:11,2024,July,Monday,Bangalore,1714,2098,Male,40,Whitefield,Gachibowli,8.9,55,Sedan,App,Cash,156.8,1.1,172.48,3.7,4.7,Cancelled,Customer no-show,No
104422,2024-11-10,18:15,2024,November,Sunday,Pune,4946,4780,Female,28,Gachibowli,Rohini,9.1,64,SUV,App,UPI,159.2,1.2,191.04,4.4,4.2,Completed,,Yes
104423,2023-02-08,13:58,2023,February,Wednesday,Bangalore,1479,4581,Male,30,Hinjewadi,Hinjewadi,24.3,56,Mini,App,UPI,341.6,1.3,444.08,3.8,4.7,Completed,,Yes
104424,2024-01-26,22:12,2024,January,Friday,Delhi,4892,6237,Male,37,Wakad,Andheri,12.8,22,SUV,App,Card,203.6,1.1,223.96,4.4,4.8,Completed,,No
104425,2025-06-08,09:29,2025,June,Sunday,Mumbai,2126,6004,Male,45,Andheri,Madhapur,14.6,39,Mini,App,UPI,225.2,1.1,247.72,4.0,4.3,Cancelled,Driver unavailable,No
104426,2025-08-14,10:27,2025,August,Thursday,Delhi,2045,2359,Male,29,Madhapur,Indiranagar,4.4,10,SUV,App,UPI,102.8,1.3,133.64,3.5,4.2,Cancelled,App issue,Yes
104427,2025-10-17,02:32,2025,October,Friday,Pune,4236,2951,Male,36,Bandra,Bandra,2.5,11,Mini,App,UPI,80.0,1.1,88.0,4.1,4.8,Completed,,No
104428,2025-11-03,11:18,2025,November,Monday,Mumbai,1180,5717,Female,30,Rohini,Indiranagar,20.9,48,Mini,App,UPI,300.8,1.2,360.96,4.5,5.0,Completed,,Yes
104429,2024-10-22,03:01,2024,October,Tuesday,Hyderabad,3809,4851,Female,26,Andheri,Gachibowli,5.2,53,Sedan,App,Card,112.4,1.5,168.6,4.4,3.7,Cancelled,Customer no-show,Yes
104430,2025-12-03,10:22,2025,December,Wednesday,Delhi,3877,5641,Female,30,Andheri,Hinjewadi,3.1,6,Sedan,App,Cash,87.2,1.5,130.8,3.6,3.6,Completed,,Yes
104431,2023-07-17,04:50,2023,July,Monday,Bangalore,3412,5059,Male,23,Bandra,Bandra,8.9,44,Sedan,App,Card,156.8,1.2,188.16,3.8,4.3,Completed,,Yes
104432,2023-11-19,12:25,2023,November,Sunday,Pune,1919,6487,Male,51,CP,Whitefield,14.8,26,Mini,App,Cash,227.6,1.5,341.4,4.7,4.3,Completed,,Yes
104433,2024-06-01,22:54,2024,June,Saturday,Pune,1748,2107,Female,31,Andheri,Indiranagar,18.2,47,SUV,App,Card,268.4,1.2,322.08,3.8,3.7,Cancelled,App issue,Yes
104434,2023-10-09,21:37,2023,October,Monday,Pune,4211,3729,Male,35,Hinjewadi,Gachibowli,4.2,6,Mini,App,Cash,100.4,1.1,110.44,3.5,3.8,Cancelled,Driver unavailable,No
104435,2025-05-31,15:48,2025,May,Saturday,Bangalore,2006,5547,Male,51,Wakad,Wakad,23.4,64,SUV,App,UPI,330.8,1.1,363.88,4.9,4.0,Cancelled,Driver unavailable,No
104436,2023-10-17,00:20,2023,October,Tuesday,Delhi,4340,3759,Male,46,Indiranagar,Madhapur,9.2,8,Sedan,App,Cash,160.4,1.2,192.48,4.2,4.0,Completed,,Yes
104437,2023-03-09,10:31,2023,March,Thursday,Bangalore,4048,6110,Female,36,Andheri,Wakad,16.1,29,Mini,App,Cash,243.2,1.5,364.8,3.9,4.1,Completed,,Yes
104438,2024-04-27,07:29,2024,April,Saturday,Hyderabad,4350,4903,Male,44,Wakad,Bandra,4.7,56,SUV,App,Cash,106.4,1.5,159.6,3.7,3.8,Completed,,Yes
104439,2024-01-09,17:17,2024,January,Tuesday,Bangalore,4045,2663,Female,19,Whitefield,Andheri,11.9,43,Mini,App,Card,192.8,1.1,212.08,4.0,3.6,Cancelled,Customer no-show,No
104440,2025-10-14,18:22,2025,October,Tuesday,Delhi,3763,6658,Female,20,Madhapur,Indiranagar,13.0,65,Sedan,App,Card,206.0,1.5,309.0,3.7,4.0,Completed,,Yes
104441,2024-11-04,12:55,2024,November,Monday,Pune,1206,5795,Male,57,Wakad,Indiranagar,7.6,63,Mini,App,UPI,141.2,1.1,155.32,4.6,4.2,Completed,,No
104442,2023-04-26,18:40,2023,April,Wednesday,Bangalore,3993,6086,Female,58,Bandra,Rohini,10.9,36,SUV,App,Cash,180.8,1.2,216.96,4.3,4.7,Completed,,Yes
104443,2025-05-13,18:43,2025,May,Tuesday,Mumbai,4155,4140,Female,60,Gachibowli,Gachibowli,14.8,45,Sedan,App,UPI,227.6,1.1,250.36,4.7,4.8,Completed,,No
104444,2024-08-22,14:23,2024,August,Thursday,Pune,2114,3902,Male,44,Madhapur,Indiranagar,9.5,28,SUV,App,Cash,164.0,1.2,196.8,4.4,4.1,Completed,,Yes
104445,2025-05-12,19:36,2025,May,Monday,Delhi,2566,2237,Male,59,Hinjewadi,CP,24.7,9,Sedan,App,UPI,346.4,1.5,519.6,3.9,4.7,Completed,,Yes
104446,2024-04-14,15:09,2024,April,Sunday,Delhi,1465,6715,Female,31,Gachibowli,Bandra,17.1,68,Sedan,App,UPI,255.2,1.3,331.76,3.7,4.2,Completed,,Yes
104447,2023-08-29,05:47,2023,August,Tuesday,Mumbai,2964,2938,Male,28,Whitefield,Rohini,24.5,26,Sedan,App,Cash,344.0,1.5,516.0,5.0,5.0,Completed,,Yes
104448,2025-11-30,13:01,2025,November,Sunday,Hyderabad,1018,6778,Female,57,Bandra,Madhapur,22.1,50,Sedan,App,Cash,315.2,1.2,378.24,4.3,4.9,Completed,,Yes
104449,2024-12-30,09:59,2024,December,Monday,Hyderabad,1950,2853,Female,43,Wakad,Wakad,24.9,55,Sedan,App,Cash,348.8,1.5,523.2,5.0,4.9,Completed,,Yes
104450,2024-06-24,02:11,2024,June,Monday,Delhi,2515,6749,Male,41,Indiranagar,Bandra,20.1,32,Sedan,App,UPI,291.2,1.5,436.8,4.0,3.8,Completed,,Yes
104451,2024-09-05,10:21,2024,September,Thursday,Bangalore,1789,3409,Female,19,Rohini,Bandra,20.6,45,SUV,App,UPI,297.2,1.1,326.92,3.7,3.9,Completed,,No
104452,2024-09-07,18:16,2024,September,Saturday,Delhi,4633,4331,Male,59,Andheri,Bandra,24.9,23,Sedan,App,UPI,348.8,1.0,348.8,5.0,4.8,Completed,,No
104453,2024-04-11,14:59,2024,April,Thursday,Mumbai,2417,5323,Female,32,Madhapur,Gachibowli,14.7,16,Sedan,App,UPI,226.4,1.2,271.68,4.3,4.9,Completed,,Yes
104454,2023-08-06,06:48,2023,August,Sunday,Pune,4688,4362,Male,18,Hinjewadi,Gachibowli,10.8,12,Sedan,App,Cash,179.6,1.2,215.52,3.9,4.9,Cancelled,Customer no-show,Yes
104455,2025-07-04,00:49,2025,July,Friday,Bangalore,3809,2257,Male,36,Hinjewadi,Rohini,11.6,68,Mini,App,Cash,189.2,1.5,283.8,4.5,3.8,Completed,,Yes
104456,2024-04-16,14:37,2024,April,Tuesday,Delhi,2444,4345,Male,55,Whitefield,Whitefield,20.5,22,SUV,App,UPI,296.0,1.5,444.0,4.0,3.7,Completed,,Yes
104457,2025-02-19,01:38,2025,February,Wednesday,Bangalore,1498,2079,Male,50,Madhapur,Indiranagar,3.3,17,Mini,App,Card,89.6,1.3,116.48,4.9,4.2,Completed,,Yes
104458,2024-03-06,09:32,2024,March,Wednesday,Delhi,2464,4027,Female,31,CP,Wakad,5.8,34,Sedan,App,UPI,119.6,1.0,119.6,5.0,4.8,Completed,,No
104459,2023-03-05,14:05,2023,March,Sunday,Mumbai,2206,2817,Female,52,Hinjewadi,Gachibowli,13.3,60,SUV,App,Card,209.6,1.2,251.52,4.3,3.9,Cancelled,Customer no-show,Yes
104460,2024-07-25,07:50,2024,July,Thursday,Delhi,3196,3397,Female,20,Madhapur,Indiranagar,17.3,27,Sedan,App,UPI,257.6,1.3,334.88,4.1,4.3,Cancelled,Driver unavailable,Yes
104461,2024-01-26,17:44,2024,January,Friday,Mumbai,1168,2610,Male,32,Rohini,Andheri,18.0,65,Sedan,App,Card,266.0,1.2,319.2,5.0,4.9,Completed,,Yes
104462,2023-08-07,09:47,2023,August,Monday,Mumbai,2932,6618,Male,33,Wakad,Whitefield,24.8,63,Sedan,App,Card,347.6,1.2,417.12,3.7,4.5,Cancelled,Customer no-show,Yes
104463,2023-11-25,20:35,2023,November,Saturday,Pune,2278,4951,Male,57,Indiranagar,Andheri,15.2,8,Mini,App,UPI,232.4,1.0,232.4,4.0,3.7,Completed,,No
104464,2025-12-02,08:26,2025,December,Tuesday,Delhi,4894,5413,Female,27,Wakad,Madhapur,12.5,60,Mini,App,Card,200.0,1.2,240.0,4.3,3.5,Completed,,Yes
104465,2024-11-15,14:28,2024,November,Friday,Bangalore,3338,5266,Male,26,Andheri,Madhapur,19.2,65,Sedan,App,UPI,280.4,1.0,280.4,4.3,4.1,Completed,,No
104466,2024-04-13,10:41,2024,April,Saturday,Pune,4746,2576,Male,37,Whitefield,Andheri,3.0,49,Sedan,App,Card,86.0,1.1,94.6,4.4,4.0,Cancelled,Driver unavailable,No
104467,2023-12-22,10:18,2023,December,Friday,Hyderabad,1688,4956,Male,43,Wakad,Andheri,12.6,68,Sedan,App,Card,201.2,1.0,201.2,4.3,3.7,Cancelled,Driver unavailable,No
104468,2025-03-27,23:58,2025,March,Thursday,Pune,3159,5278,Female,31,Bandra,Rohini,6.5,68,Mini,App,Card,128.0,1.0,128.0,4.4,4.2,Cancelled,Driver unavailable,No
104469,2025-11-09,12:40,2025,November,Sunday,Delhi,3782,5300,Female,41,Gachibowli,Indiranagar,13.5,35,Sedan,App,Cash,212.0,1.1,233.2,5.0,3.6,Completed,,No
104470,2025-10-24,05:10,2025,October,Friday,Mumbai,4611,4973,Male,38,Indiranagar,Andheri,22.3,13,SUV,App,Card,317.6,1.2,381.12,4.1,3.9,Completed,,Yes
104471,2025-06-03,00:25,2025,June,Tuesday,Bangalore,3786,6117,Male,34,Wakad,Hinjewadi,23.9,60,Sedan,App,Card,336.8,1.1,370.48,4.6,4.9,Completed,,No
104472,2024-07-19,01:39,2024,July,Friday,Delhi,4127,2430,Male,58,Madhapur,Indiranagar,21.2,70,Sedan,App,UPI,304.4,1.1,334.84,4.5,4.2,Cancelled,Customer no-show,No
104473,2023-09-03,07:12,2023,September,Sunday,Bangalore,3190,4396,Male,52,Gachibowli,Hinjewadi,21.5,16,SUV,App,Card,308.0,1.0,308.0,4.8,3.9,Completed,,No
104474,2025-04-12,05:26,2025,April,Saturday,Delhi,2877,5019,Female,18,Wakad,Hinjewadi,9.0,56,SUV,App,Card,158.0,1.1,173.8,4.9,4.1,Completed,,No
104475,2024-05-08,16:05,2024,May,Wednesday,Hyderabad,4562,6064,Female,28,CP,Hinjewadi,18.3,59,Sedan,App,Card,269.6,1.5,404.4,4.8,4.7,Completed,,Yes
104476,2024-08-12,05:42,2024,August,Monday,Mumbai,4569,5657,Female,51,Hinjewadi,Andheri,5.5,11,SUV,App,Card,116.0,1.3,150.8,3.7,4.0,Cancelled,Driver unavailable,Yes
104477,2024-04-17,21:22,2024,April,Wednesday,Delhi,3001,3246,Female,42,Wakad,Wakad,6.4,66,Mini,App,Card,126.8,1.0,126.8,4.7,4.1,Completed,,No
104478,2024-12-15,14:05,2024,December,Sunday,Hyderabad,4139,2363,Female,54,Whitefield,Hinjewadi,16.8,45,Sedan,App,Card,251.6,1.5,377.4,3.7,4.9,Completed,,Yes
104479,2024-06-17,23:31,2024,June,Monday,Mumbai,4210,3671,Female,54,Gachibowli,Hinjewadi,4.1,53,SUV,App,Card,99.2,1.5,148.8,4.0,4.2,Completed,,Yes
104480,2024-02-28,01:26,2024,February,Wednesday,Hyderabad,3903,6779,Male,56,Andheri,Wakad,19.4,18,Mini,App,Cash,282.8,1.1,311.08,4.0,3.9,Completed,,No
104481,2024-01-14,06:33,2024,January,Sunday,Pune,4923,2428,Male,25,Madhapur,Hinjewadi,5.7,13,Mini,App,Cash,118.4,1.2,142.08,4.8,4.2,Completed,,Yes
104482,2023-03-14,07:08,2023,March,Tuesday,Delhi,4939,6916,Male,43,Gachibowli,Hinjewadi,9.3,28,Mini,App,Cash,161.6,1.3,210.08,4.1,4.8,Completed,,Yes
104483,2023-01-16,06:48,2023,January,Monday,Hyderabad,2133,5169,Female,28,Madhapur,Hinjewadi,24.7,46,Mini,App,Cash,346.4,1.2,415.68,5.0,4.0,Cancelled,Driver unavailable,Yes
104484,2023-06-22,19:34,2023,June,Thursday,Delhi,2267,4174,Male,21,CP,Madhapur,6.9,16,Mini,App,Card,132.8,1.0,132.8,4.5,3.8,Completed,,No
104485,2024-04-14,17:45,2024,April,Sunday,Bangalore,4899,5759,Male,21,Wakad,Whitefield,6.9,66,SUV,App,Cash,132.8,1.0,132.8,3.9,3.6,Cancelled,App issue,No
104486,2023-05-22,22:08,2023,May,Monday,Pune,1916,4643,Female,19,Gachibowli,CP,20.8,54,Sedan,App,Card,299.6,1.1,329.56,4.9,4.0,Completed,,No
104487,2024-05-27,11:14,2024,May,Monday,Mumbai,1869,2297,Female,50,Gachibowli,Rohini,9.4,34,Mini,App,Cash,162.8,1.3,211.64,4.0,3.7,Completed,,Yes
104488,2025-05-05,00:04,2025,May,Monday,Mumbai,4964,4207,Male,28,Hinjewadi,Hinjewadi,17.2,55,Mini,App,Cash,256.4,1.0,256.4,4.1,4.7,Completed,,No
104489,2023-06-18,05:33,2023,June,Sunday,Mumbai,3009,4726,Male,60,Andheri,Gachibowli,17.8,30,Sedan,App,Cash,263.6,1.0,263.6,4.2,4.6,Completed,,No
104490,2024-10-20,10:43,2024,October,Sunday,Pune,3140,5820,Male,25,Whitefield,Madhapur,13.6,47,SUV,App,UPI,213.2,1.5,319.8,4.5,4.7,Completed,,Yes
104491,2025-11-03,21:32,2025,November,Monday,Mumbai,3099,3307,Female,59,Madhapur,CP,14.8,24,SUV,App,Cash,227.6,1.1,250.36,4.9,4.6,Completed,,No
104492,2023-09-14,06:08,2023,September,Thursday,Hyderabad,4439,3204,Male,34,Wakad,Madhapur,20.9,36,SUV,App,UPI,300.8,1.5,451.2,4.8,4.8,Completed,,Yes
104493,2023-10-16,00:12,2023,October,Monday,Delhi,1286,5684,Female,58,Gachibowli,Indiranagar,6.3,6,Sedan,App,Cash,125.6,1.2,150.72,4.5,4.0,Completed,,Yes
104494,2025-06-07,06:21,2025,June,Saturday,Delhi,1369,2379,Female,36,Bandra,Rohini,5.8,35,SUV,App,UPI,119.6,1.1,131.56,4.2,4.5,Cancelled,App issue,No
104495,2025-02-07,14:51,2025,February,Friday,Hyderabad,4672,5968,Female,26,Indiranagar,Madhapur,23.8,38,Mini,App,UPI,335.6,1.2,402.72,5.0,4.2,Completed,,Yes
104496,2025-12-23,21:48,2025,December,Tuesday,Mumbai,4285,6435,Female,34,Bandra,Andheri,15.6,40,SUV,App,UPI,237.2,1.0,237.2,3.7,5.0,Completed,,No
104497,2023-01-01,02:06,2023,January,Sunday,Hyderabad,3227,5088,Female,41,Bandra,Gachibowli,15.6,70,SUV,App,UPI,237.2,1.3,308.36,4.5,4.5,Cancelled,Customer no-show,Yes
104498,2023-04-27,14:01,2023,April,Thursday,Bangalore,1382,2298,Female,54,CP,CP,11.3,15,SUV,App,Card,185.6,1.1,204.16,4.0,4.5,Completed,,No
104499,2024-01-27,03:23,2024,January,Saturday,Mumbai,3842,4602,Male,55,Bandra,CP,9.4,32,Sedan,App,Card,162.8,1.0,162.8,4.2,4.4,Completed,,No
104500,2023-03-27,00:43,2023,March,Monday,Hyderabad,4499,5107,Male,32,Rohini,Indiranagar,13.7,28,Mini,App,Card,214.4,1.2,257.28,5.0,4.3,Completed,,Yes
104501,2025-01-18,12:17,2025,January,Saturday,Mumbai,4728,3842,Male,20,Andheri,Andheri,7.1,25,SUV,App,Card,135.2,1.1,148.72,4.1,4.1,Completed,,No
104502,2023-02-09,14:06,2023,February,Thursday,Mumbai,3414,3632,Female,31,Andheri,Rohini,8.8,63,Mini,App,UPI,155.6,1.0,155.6,4.5,4.6,Completed,,No
104503,2023-03-31,02:33,2023,March,Friday,Mumbai,2039,5624,Male,27,Madhapur,Gachibowli,13.7,63,Sedan,App,Card,214.4,1.1,235.84,4.2,3.7,Cancelled,Customer no-show,No
104504,2023-08-04,04:17,2023,August,Friday,Mumbai,3946,4191,Female,22,Hinjewadi,Indiranagar,8.7,26,Mini,App,Card,154.4,1.1,169.84,4.9,4.8,Completed,,No
104505,2025-09-20,06:51,2025,September,Saturday,Bangalore,3726,2437,Female,51,Madhapur,Indiranagar,20.4,53,Mini,App,Cash,294.8,1.3,383.24,4.5,4.3,Completed,,Yes
104506,2025-02-21,01:34,2025,February,Friday,Hyderabad,3692,2915,Male,49,Madhapur,Hinjewadi,23.1,65,Sedan,App,UPI,327.2,1.3,425.36,3.9,3.8,Completed,,Yes
104507,2023-04-02,17:42,2023,April,Sunday,Mumbai,2157,6707,Female,49,Rohini,Indiranagar,8.4,48,SUV,App,Cash,150.8,1.5,226.2,4.2,5.0,Completed,,Yes
104508,2024-06-19,09:02,2024,June,Wednesday,Hyderabad,4699,2368,Female,44,Wakad,Andheri,17.7,14,Mini,App,Cash,262.4,1.2,314.88,3.6,4.9,Completed,,Yes
104509,2024-03-29,23:19,2024,March,Friday,Bangalore,2704,5219,Male,51,Indiranagar,Wakad,22.0,57,Sedan,App,Card,314.0,1.5,471.0,3.6,4.2,Completed,,Yes
104510,2023-04-04,23:01,2023,April,Tuesday,Bangalore,2391,3557,Female,52,Indiranagar,CP,17.7,48,SUV,App,UPI,262.4,1.2,314.88,4.7,4.4,Completed,,Yes
104511,2024-10-05,05:54,2024,October,Saturday,Delhi,4945,5393,Female,59,Bandra,Madhapur,11.9,62,SUV,App,Cash,192.8,1.2,231.36,4.5,4.4,Completed,,Yes
104512,2023-01-24,13:14,2023,January,Tuesday,Pune,3563,4807,Male,18,Wakad,Rohini,13.9,39,Mini,App,Card,216.8,1.2,260.16,4.8,4.6,Cancelled,App issue,Yes
104513,2024-08-17,15:52,2024,August,Saturday,Hyderabad,3031,3404,Male,29,Bandra,Wakad,4.6,43,Mini,App,UPI,105.2,1.1,115.72,4.9,4.0,Completed,,No
104514,2025-05-05,04:51,2025,May,Monday,Pune,4537,2335,Female,37,Andheri,Wakad,3.5,35,Mini,App,Card,92.0,1.5,138.0,4.3,4.6,Cancelled,Driver unavailable,Yes
104515,2025-11-20,23:04,2025,November,Thursday,Delhi,2264,4831,Male,38,CP,Hinjewadi,15.7,12,SUV,App,Cash,238.4,1.0,238.4,3.9,4.8,Completed,,No
104516,2024-11-16,01:02,2024,November,Saturday,Mumbai,2379,5588,Female,54,Rohini,Wakad,20.5,64,SUV,App,Card,296.0,1.2,355.2,4.7,4.3,Completed,,Yes
104517,2023-04-14,09:37,2023,April,Friday,Bangalore,1151,6368,Female,40,Whitefield,Madhapur,9.6,27,Sedan,App,Cash,165.2,1.5,247.8,3.8,3.9,Completed,,Yes
104518,2023-09-14,10:52,2023,September,Thursday,Delhi,4105,3157,Male,20,Hinjewadi,Wakad,4.7,51,Sedan,App,Cash,106.4,1.2,127.68,3.5,4.7,Completed,,Yes
104519,2024-10-18,06:48,2024,October,Friday,Bangalore,1904,5056,Male,41,Whitefield,Andheri,20.5,70,Sedan,App,UPI,296.0,1.3,384.8,4.7,4.8,Completed,,Yes
104520,2025-11-18,02:29,2025,November,Tuesday,Pune,1845,5958,Male,54,Rohini,Bandra,19.1,49,Mini,App,Cash,279.2,1.2,335.04,3.5,4.6,Cancelled,Driver unavailable,Yes
104521,2025-02-13,07:26,2025,February,Thursday,Pune,2755,2243,Female,41,Whitefield,Indiranagar,12.5,34,Mini,App,Cash,200.0,1.0,200.0,4.8,3.5,Cancelled,Driver unavailable,No
104522,2023-08-15,02:15,2023,August,Tuesday,Bangalore,4118,5538,Male,42,Gachibowli,Whitefield,20.5,47,Sedan,App,Cash,296.0,1.2,355.2,3.8,5.0,Completed,,Yes
104523,2025-11-09,06:58,2025,November,Sunday,Pune,2003,3815,Female,49,Indiranagar,CP,5.1,15,SUV,App,Card,111.2,1.0,111.2,4.0,4.3,Completed,,No
104524,2024-11-05,17:28,2024,November,Tuesday,Hyderabad,3297,3273,Female,28,Hinjewadi,Wakad,12.1,46,Sedan,App,UPI,195.2,1.1,214.72,4.2,4.9,Completed,,No
104525,2025-06-08,05:13,2025,June,Sunday,Pune,3347,4261,Male,18,Hinjewadi,Madhapur,16.7,59,SUV,App,Card,250.4,1.0,250.4,4.9,4.3,Cancelled,Customer no-show,No
104526,2024-03-06,08:12,2024,March,Wednesday,Pune,4339,2214,Male,54,CP,Indiranagar,17.1,24,Sedan,App,UPI,255.2,1.3,331.76,4.7,4.2,Completed,,Yes
104527,2025-06-04,14:51,2025,June,Wednesday,Bangalore,1107,4798,Female,31,Gachibowli,CP,8.4,22,SUV,App,Card,150.8,1.3,196.04,4.9,3.8,Cancelled,Driver unavailable,Yes
104528,2023-07-25,10:30,2023,July,Tuesday,Delhi,1880,3977,Female,60,CP,Andheri,11.2,20,SUV,App,Card,184.4,1.5,276.6,4.9,4.2,Completed,,Yes
104529,2024-11-14,09:57,2024,November,Thursday,Mumbai,1396,2780,Male,35,Wakad,Rohini,4.4,42,Mini,App,UPI,102.8,1.1,113.08,4.9,3.8,Completed,,No
104530,2023-03-05,11:12,2023,March,Sunday,Mumbai,2451,4685,Female,56,Hinjewadi,Rohini,8.2,37,Mini,App,Cash,148.4,1.2,178.08,4.2,3.9,Cancelled,App issue,Yes
